_date_,x
1999-01-01,0.81842340114183648
1999-02-01,0.53102031829882224
1999-03-01,0.30969583118660516
1999-04-01,0.74129342033655328
1999-05-01,0.33208924206340028
1999-06-01,0.28897391964340956
1999-07-01,0.65653499395319368
1999-08-01,0.7918545079863944
1999-09-01,0.43883509978402112
1999-10-01,0.96534666028717712
1999-11-01,0.35365497275988324
1999-12-01,0.86682129758544656
2000-01-01,0.76729951443984208
2000-02-01,0.253662543041264
2000-03-01,0.42743238235280904
2000-04-01,0.23401103678218548
2000-05-01,0.83973851445640848
2000-06-01,0.7197983420691156
2000-07-01,0.35620267583985356
2000-08-01,0.0043029656440800592
2000-09-01,0.75151288193853504
2000-10-01,0.2664775113039226
2000-11-01,0.36800997527465416
2000-12-01,0.46836328525804992
2001-01-01,0.055375274876068968
2001-02-01,0.22692550389722956
2001-03-01,0.070062044811781024
2001-04-01,0.21686364703758732
2001-05-01,0.48266788393510992
2001-06-01,0.801037448858076
2001-07-01,0.74045109493858208
2001-08-01,0.085970247435386512
2001-09-01,0.11116458720421796
2001-10-01,0.87773635262740224
2001-11-01,0.3380163689266984
2001-12-01,0.1632351548717288
2002-01-01,0.24198138367242384
2002-02-01,0.33458942115127256
2002-03-01,0.056176508363936064
2002-04-01,0.063873314061252408
2002-05-01,0.62843133277314392
2002-06-01,0.40006047778316776
2002-07-01,0.41095064569646552
2002-08-01,0.79575079865697632
2002-09-01,0.63669556265694928
2002-10-01,0.34695778651223396
2002-11-01,0.27216632464514312
2002-12-01,0.16372465979760098
2003-01-01,0.033767078447219712
2003-02-01,0.061381625985608816
2003-03-01,0.1109868602946098
2003-04-01,0.57373397834447256
2003-05-01,0.69203611602154936
2003-06-01,0.98677896778443936
2003-07-01,0.30140927706347952
2003-08-01,0.99579126145692
2003-09-01,0.069790454790918944
2003-10-01,0.63239471142576224
2003-11-01,0.72678591288831568
2003-12-01,0.48791581118533168
2004-01-01,0.80915567366987328
2004-02-01,0.1344046647535535
2004-03-01,0.53437484792313736
2004-04-01,0.37436065594418056
2004-05-01,0.084880489005988432
2004-06-01,0.68494778501893672
2004-07-01,0.66389963154741728
