"","x","y"
"1",0.278160140151158,0.174767639022321
"2",0.0717123227659613,0.457525387173519
"3",0.738544069696218,0.208837227197364
"4",0.120474775321782,0.601511126151308
"5",0.686094552977011,0.971693872008473
"6",0.811429356690496,0.0879871505312622
"7",0.716070560505614,0.681511655915529
"8",0.116494788322598,0.0614778832532465
"9",0.181545594707131,0.52297573746182
"10",0.636358323739842,0.164324796525761
"11",0.270890936488286,0.479011144954711
"12",0.511091688647866,0.785807286622003
"13",0.906378522049636,0.817336064064875
"14",0.584495958173648,0.888592005474493
"15",0.0363426483236253,0.591149140615016
"16",0.742879392113537,0.386301651597023
"17",0.74210374080576,0.716784831369296
"18",0.0700916082132608,0.517825277755037
"19",0.44933491689153,0.69801774667576
"20",0.0393851192202419,0.0180234063882381
"21",0.335493045859039,0.39788603130728
"22",0.589088073233142,0.159729139180854
"23",0.372758157318458,0.556469494244084
"24",0.962475478183478,0.821094013750553
"25",0.603529734304175,0.903970029903576
"26",0.320837759412825,0.696112387115136
"27",0.37067099288106,0.525136506417766
"28",0.858250415418297,0.580648540053517
"29",0.0756377638317645,0.450142256915569
"30",0.331933863926679,0.139624723931774
"31",0.183840011013672,0.567307666875422
"32",0.495656781131402,0.382028463762254
"33",0.68744180444628,0.580572348786518
"34",0.397076922468841,0.590086645213887
"35",0.328150416025892,0.611300726421177
"36",0.0947154136374593,0.260875944048166
"37",0.812349572544917,0.155613087117672
"38",0.123780664522201,0.160902700852603
"39",0.978780096396804,0.844175824197009
"40",0.618363723158836,0.863046436570585
"41",0.753404614981264,0.646293587749824
"42",0.56414030236192,0.664391966536641
"43",0.242300508543849,0.417734098155051
"44",0.121283195214346,0.413708710111678
"45",0.47458317456767,0.265569225419313
"46",0.0488592805340886,0.923426346387714
"47",0.841723278863356,0.259442468173802
"48",0.510755778290331,0.20863119373098
"49",0.557861740002409,0.0868964882101864
"50",0.986024016514421,0.585997878108174
"51",0.446462924592197,0.914885514648631
"52",0.289143720408902,0.453229083679616
"53",0.956831297371536,0.448031630367041
"54",0.91504068300128,0.0980000486597419
"55",0.0748365600593388,0.530825608642772
"56",0.784443176817149,0.379146510735154
"57",0.352859806036577,0.217816555174068
"58",0.400372193660587,0.714131684508175
"59",0.0606846823357046,0.300589037826285
"60",0.951339549617842,0.0889240030664951
"61",0.896521544782445,0.115742654539645
"62",0.475594214629382,0.510480184108019
"63",0.00463496567681432,0.421970646129921
"64",0.174331018002704,0.182604512665421
"65",0.549896328244358,0.84633073839359
"66",0.125175239518285,0.0306820005644113
"67",0.510399783961475,0.0453757930081338
"68",0.327965205768123,0.86387868062593
"69",0.534610873553902,0.386888805311173
"70",0.707301177550107,0.142016742611304
"71",0.216747714672238,0.649175649508834
"72",0.340877015143633,0.202151632867754
"73",0.375818528467789,0.247392765479162
"74",0.630861745681614,0.199390183901414
"75",0.253334712702781,0.0876517498400062
"76",0.675501502351835,0.838747988222167
"77",0.257405637064949,0.489836018066853
"78",0.683655352564529,0.211358536267653
"79",0.513508656760678,0.898778260452673
"80",0.838607538025826,0.562494449783117
"81",0.28653889731504,0.860958840465173
"82",0.414149604970589,0.292625162750483
"83",0.622172538423911,0.258344345027581
"84",0.147837164113298,0.435152317862958
"85",0.541954439366236,0.957032593432814
"86",0.405691109597683,0.0741400111000985
"87",0.651626430917531,0.224006734788418
"88",0.736071176361293,0.564738677581772
"89",0.417658912949264,0.270533981034532
"90",0.756769482512027,0.627411564113572
"91",0.38495180523023,0.254348630318418
"92",0.36724215769209,0.125061134109274
"93",0.772472611162812,0.485732967499644
"94",0.969597177579999,0.800531291170046
"95",0.0908541199751198,0.396109514171258
"96",0.910095946863294,0.230054087005556
"97",0.402380489511415,0.373468809761107
"98",0.453767865896225,0.908759637270123
"99",0.88203052431345,0.374184830812737
"100",0.583730447106063,0.44493515486829
