_date_,x
1999-01-01,0.78062013875140352
1999-01-02,0.232578057216956
1999-01-03,0.80930727741221568
1999-01-04,0.23221787605251508
1999-01-05,0.25057037964246144
1999-01-06,0.021781383914878828
1999-01-07,0.93187908768786048
1999-01-08,0.064337413583644088
1999-01-09,0.21642711717952424
1999-01-10,0.25930831765859264
1999-01-11,0.65111320087206392
1999-01-12,0.39768862802192272
1999-01-13,0.23537984065106344
1999-01-14,0.79679316293447936
1999-01-15,0.20025880960685028
1999-01-16,0.11712058553343896
1999-01-17,0.2479287955185312
1999-01-18,0.63573011533718216
1999-01-19,0.92102556461790512
1999-01-20,0.010535235813138532
1999-01-21,0.46043607402171904
1999-01-22,0.15575298528505122
1999-01-23,0.51494477442828448
1999-01-24,0.42418860009087032
1999-01-25,0.45418257574980568
1999-01-26,0.40602947775551224
1999-01-27,0.99055636773992176
1999-01-28,0.34773852001880368
1999-01-29,0.4526173292117368
1999-01-30,0.73257232486710048
1999-01-31,0.42456917438933936
1999-02-01,0.099488058115581264
1999-02-02,0.11375894345723326
1999-02-03,0.843875074188228
1999-02-04,0.87306404454332768
1999-02-05,0.77650338673868496
1999-02-06,0.12698681607464702
1999-02-07,0.58871574528427904
1999-02-08,0.39365208651450632
1999-02-09,0.2750055029595362
1999-02-10,0.4160080941360944
1999-02-11,0.91224444688539008
1999-02-12,0.86763403692992912
1999-02-13,0.99812759180770816
1999-02-14,0.1457338358131568
1999-02-15,0.91047036343248992
1999-02-16,0.035472760872535148
1999-02-17,0.61022852951858544
1999-02-18,0.0065468292022263784
1999-02-19,0.39913220677320656
1999-02-20,0.7982811483849432
1999-02-21,0.011718449688532972
1999-02-22,0.67417931313950264
1999-02-23,0.75313688042392912
1999-02-24,0.17482123848583276
1999-02-25,0.47765624557999888
1999-02-26,0.646104418635312
1999-02-27,0.65273378973664472
1999-02-28,0.35633317560816068
1999-03-01,0.55518971578682504
1999-03-02,0.0044156200519740448
1999-03-03,0.41300205645632704
1999-03-04,0.58880496483219776
1999-03-05,0.35441823576710664
1999-03-06,0.9496441046073984
1999-03-07,0.65230755712571952
1999-03-08,0.52073160146535376
1999-03-09,0.14332861194323332
1999-03-10,0.01352023776175626
1999-03-11,0.93429695478337104
1999-03-12,0.08059970867803656
1999-03-13,0.31715709343384836
1999-03-14,0.52867795977914552
1999-03-15,0.74603282293764336
1999-03-16,0.7350308626615912
1999-03-17,0.41069414932724936
1999-03-18,0.77319612544891264
1999-03-19,0.9223418899650056
1999-03-20,0.074679480731895792
1999-03-21,0.96349133481561184
1999-03-22,0.32942852699463664
1999-03-23,0.128278270272552
1999-03-24,0.88913751669341184
1999-03-25,0.93123420024658096
1999-03-26,0.35599422106081092
1999-03-27,0.17582054323717556
1999-03-28,0.96929794176637056
1999-03-29,0.7723342456574032
1999-03-30,0.58614117184652528
1999-03-31,0.6589520078562676
1999-04-01,0.59725315780971464
1999-04-02,0.48836971215980696
1999-04-03,0.52959652843942504
1999-04-04,0.46537572559266848
1999-04-05,0.09021679987985464
1999-04-06,0.57056432987156344
1999-04-07,0.87293240381817664
1999-04-08,0.78583178334196144
1999-04-09,0.37209450627131032
1999-04-10,0.23271182377146316
1999-04-11,0.72397496568308096
1999-04-12,0.62875714373017424
1999-04-13,0.69493762104683568
1999-04-14,0.90051938528617008
1999-04-15,0.69064965752971696
1999-04-16,0.30330605128048104
1999-04-17,0.2021760779368844
1999-04-18,0.067657738655175544
1999-04-19,0.7162035199582908
1999-04-20,0.90339086962044816
1999-04-21,0.16312347701953378
1999-04-22,0.13523600953214254
1999-04-23,0.81923942743475136
1999-04-24,0.3082747897985858
1999-04-25,0.93865884491939424
1999-04-26,0.63180253053745416
1999-04-27,0.3173245663028672
1999-04-28,0.71146967073962864
1999-04-29,0.63694000482677968
1999-04-30,0.12637357311904874
1999-05-01,0.1851534000310704
1999-05-02,0.9763512939862688
1999-05-03,0.4651723551381968
1999-05-04,0.76781980875845872
1999-05-05,0.94464739513138512
1999-05-06,0.2656451814705012
1999-05-07,0.7266735878959008
1999-05-08,0.1556282093414001
1999-05-09,0.48401955687506336
1999-05-10,0.76550369327058224
1999-05-11,0.35383714050624616
1999-05-12,0.68962094295693112
1999-05-13,0.034886152845102992
1999-05-14,0.51406733383713176
1999-05-15,0.65557052826548088
1999-05-16,0.1698284726345396
1999-05-17,0.0009726499481141904
1999-05-18,0.36451865034084288
1999-05-19,0.79442794120115792
1999-05-20,0.21180673754828304
1999-05-21,0.39744026796574336
1999-05-22,0.94553589937348864
1999-05-23,0.25707994729370864
1999-05-24,0.54172550731298272
1999-05-25,0.9197915193995904
1999-05-26,0.0089085309622412016
1999-05-27,0.309387904216176
1999-05-28,0.26002524962718132
1999-05-29,0.06257875678661384
1999-05-30,0.24949428451363744
1999-05-31,0.91303869978938624
1999-06-01,0.35458276436976276
1999-06-02,0.35899081762207108
1999-06-03,0.0017366441061197336
1999-06-04,0.59463007557731288
1999-06-05,0.37314060937885784
1999-06-06,0.4315416072129292
1999-06-07,0.67560073372542192
1999-06-08,0.16045909506475154
1999-06-09,0.64486137455128904
1999-06-10,0.16384152071132218
1999-06-11,0.32724385418050916
1999-06-12,0.65007908079316112
1999-06-13,0.017662574958074106
1999-06-14,0.21635227880440144
1999-06-15,0.76423591846187296
1999-06-16,0.79903483246065664
1999-06-17,0.56620468835139472
1999-06-18,0.79603528008755104
1999-06-19,0.58538238370792128
1999-06-20,0.99662516338923728
1999-06-21,0.26023664275081628
1999-06-22,0.74644673924349568
1999-06-23,0.64690052356379568
1999-06-24,0.43111269107999608
1999-06-25,0.97509912244538464
