"","x","y"
"1",0.798850943800062,0.181800398044288
"2",0.239484624471515,0.881004431284964
"3",0.826093181502074,0.28910952899605
"4",0.635691936360672,0.254559873137623
"5",0.403905680403113,0.382417535176501
"6",0.595006740419194,0.896480545168743
"7",0.0312899607233703,0.905177993467078
"8",0.45408237259835,0.366415143245831
"9",0.641897942172363,0.0222123952116817
"10",0.822394226910546,0.127668758388609
"11",0.260842844843864,0.433900334173813
"12",0.64503540401347,0.675893208244815
"13",0.0034061714541167,0.319485726999119
"14",0.835833541350439,0.964076367672533
"15",0.159780890448019,0.330660949461162
"16",0.721864249324426,0.790873454883695
"17",0.286281302571297,0.412658352870494
"18",0.0264775273390114,0.728165734093636
"19",0.623763772891834,0.319870073813945
"20",0.39158155885525,0.56506743771024
"21",0.947496593231335,0.223797989077866
"22",0.20243384805508,0.370576351648197
"23",0.0599691173993051,0.691847072914243
"24",0.490902503253892,0.906143701635301
"25",0.652026743860915,0.686691540991887
"26",0.433421711437404,0.95586460432969
"27",0.079973567975685,0.518525779945776
"28",0.363592693349347,0.950923666125163
"29",0.966841591754928,0.240772980730981
"30",0.511126535944641,0.278587138280272
"31",0.995428315363824,0.981558836065233
"32",0.585397517075762,0.808907783590257
"33",0.863268706947565,0.588228774489835
"34",0.0165886096656322,0.408757908269763
"35",0.0789622680749744,0.565397277008742
"36",0.480064267991111,0.707629307173193
"37",0.86006372468546,0.294135524658486
"38",0.190524541540071,0.461261298973113
"39",0.456041987752542,0.19098412594758
"40",0.549104478675872,0.580159624107182
"41",0.118984276428819,0.327222019899637
"42",0.154253996210173,0.0895922400522977
"43",0.419030186487362,0.230062940623611
"44",0.494939357973635,0.087287487462163
"45",0.814407830825076,0.562407621182501
"46",0.779564923839644,0.923638101201504
"47",0.725566895678639,0.377330098068342
"48",0.885268699843436,0.474121288163587
"49",0.125596731668338,0.910475641489029
"50",0.138418519869447,0.807088696630672
"51",0.0990677438676357,0.876230717636645
"52",0.970825696596876,0.640070534311235
"53",0.997754021082073,0.137020140420645
"54",0.389538533287123,0.34997505764477
"55",0.360679663717747,0.990732109639794
"56",0.608268572483212,0.0475481997709721
"57",0.111172734526917,0.0978485078085214
"58",0.073175692697987,0.498551494907588
"59",0.617533859331161,0.398351384792477
"60",0.141182620543987,0.885963915847242
"61",0.304686676710844,0.707316553220153
"62",0.962701106676832,0.359659643145278
"63",0.171892643207684,0.268327434547246
"64",0.791142757283524,0.970286891330034
"65",0.498764208052307,0.978169803740457
"66",0.51011696527712,0.2030006328132
"67",0.927824791288003,0.00329171982593834
"68",0.0576234157197177,0.445548370014876
"69",0.649583201855421,0.606401339406148
"70",0.0569767320994288,0.142742210067809
"71",0.393073676154017,0.0383801434654742
"72",0.222991575719789,0.718669717898592
"73",0.127292284043506,0.39438162650913
"74",0.522000893950462,0.217714523430914
"75",0.848020039498806,0.307972125941887
"76",0.347976259421557,0.362226581200957
"77",0.618084503803402,0.5336881254334
"78",0.968041524291039,0.988877581665292
"79",0.976437132339925,0.834883171366528
"80",0.873391000553966,0.913487583165988
"81",0.242924670223147,0.865159954410046
"82",0.347073819255456,0.282799945911393
"83",0.0999129589181393,0.135405699722469
"84",0.123529457719997,0.436539232265204
"85",0.74286275357008,0.332081806845963
"86",0.107332054292783,0.337130537023768
"87",0.970772914588451,0.335156589513645
"88",0.730474597075954,0.263559044804424
"89",0.555320951621979,0.81474578497
"90",0.419701157836244,0.0936694869305938
"91",0.286352798109874,0.31595237692818
"92",0.864931282121688,0.366396776633337
"93",0.288827609736472,0.919690922368318
"94",0.982685229275376,0.235429198015481
"95",0.837549292715266,0.360775688197464
"96",0.731047217501327,0.758653579512611
"97",0.586429822258651,0.00472768419422209
"98",0.728371414821595,0.918870070716366
"99",0.903337033931166,0.477710171369836
"100",0.223158735549077,0.657155741471797
