_date_,x,y
1990-01-01,0.11236191005446,0.60508486814796904
1990-02-01,0.63256398332305296,0.191413270076737
1990-03-01,0.455752707086504,0.70415903464891008
1990-04-01,0.113233980024233,0.296029171906412
1990-05-01,0.396864695707336,0.209533076267689
1990-06-01,0.227472997969016,0.71700590848922696
1990-07-01,0.0358924225438386,0.46149575454182904
1990-08-01,0.861475207610056,0.904084124835208
1990-09-01,0.0685618731658906,0.71624138765037104
1990-10-01,0.104403387987986,0.572444750694558
1990-11-01,0.67072926135733704,0.31635502865538
1990-12-01,0.41062259627506096,0.163698123767972
1991-01-01,0.51234853710047904,0.278435052605346
1991-02-01,0.14858045568689702,0.832746733212844
1991-03-01,0.187464759219438,0.265234709018841
1991-04-01,0.687974440632388,0.36721189552918096
1991-05-01,0.159336124779657,0.25717461295425896
1991-06-01,0.279161446262151,0.99941092706285392
1991-07-01,0.230168146779761,0.562223440036178
1991-08-01,0.960215370170772,0.00314445002004504
1991-09-01,0.144199194619432,0.6780201185029
1991-10-01,0.0350845237262547,0.0079334462061524416
1991-11-01,0.062785228015855,0.94698023400269408
1991-12-01,0.33113241451792404,0.52020537899807096
1992-01-01,0.99768240423873104,0.77367746364325296
1992-02-01,0.33644137927331004,0.64825296308845304
1992-03-01,0.83718872419558496,0.805082899983972
1992-04-01,0.323257555952296,0.262450719485059
1992-05-01,0.543853464070708,0.92941559012979296
1992-06-01,0.93243609671480992,0.41578728961758296
1992-07-01,0.221165085444227,0.50588419591076704
1992-08-01,0.566542401211336,0.29740165197290504
1992-09-01,0.46585592767223696,0.91841165721416496
1992-10-01,0.15537035651504998,0.67210374050773704
1992-11-01,0.605644377181306,0.284822053508833
1992-12-01,0.65353372297249704,0.128797328099608
1993-01-01,0.092836733441799904,0.075784205459058304
1993-02-01,0.89584089815616592,0.209765397710726
1993-03-01,0.222574092680588,0.484509424073622
1993-04-01,0.0446061473339796,0.42419898882508304
1993-05-01,0.211460437625647,0.59948490164242696
1993-06-01,0.94431826565414704,0.256119530415162
1993-07-01,0.74952968698926304,0.135767244268209
1993-08-01,0.736352286534384,0.75070433341898
1993-09-01,0.943742263130844,0.81128553277812896
1993-10-01,0.83530748705379696,0.936925059184432
1993-11-01,0.37701485841535,0.0282145296223462
1993-12-01,0.66942073148675296,0.280009281821549
1994-01-01,0.71700617903843496,0.62189884856343304
1994-02-01,0.61513931304216392,0.0588650854770094
1994-03-01,0.0460762416478246,0.70158315892331304
1994-04-01,0.36054556700401,0.457850743783638
1994-05-01,0.041829019552096696,0.97340088686905808
1994-06-01,0.375073197297752,0.72031136834994
1994-07-01,0.31564644724130604,0.71216263785027
1994-08-01,0.219683971256018,0.88698089797981088
1994-09-01,0.0549780866131186,0.341136211063713
1994-10-01,0.240452690748498,0.966891492716968
1994-11-01,0.515235693193972,0.84263556124642496
1994-12-01,0.359734600177035,0.033519190736115
1995-01-01,0.0077474515419453392,0.86025336012244208
1995-02-01,0.80424029380083088,0.168890822678804
1995-03-01,0.434959850274026,0.52705032518133496
1995-04-01,0.59211825393140304,0.74454504624009104
1995-05-01,0.366308741271496,0.794871679507196
1995-06-01,0.0080332560464739792,0.172663192497566
1995-07-01,0.82799076545052192,0.49654160765931
1995-08-01,0.87051472812890992,0.91554414969869008
1995-09-01,0.82605468225665408,0.10613735509105
1995-10-01,0.82452196558006096,0.67824958055280104
1995-11-01,0.266241972334683,0.53146858885884296
1995-12-01,0.40269503835588696,0.47840317687951
1996-01-01,0.36005403916351504,0.89708784595131904
1996-02-01,0.57769978698343008,0.153367215069011
1996-03-01,0.79022132605314304,0.91712124599143904
1996-04-01,0.161131883971393,0.53039912926033096
1996-05-01,0.219741302542388,0.20254407892935
1996-06-01,0.13738296367228,0.67051878990605496
1996-07-01,0.54701661085709896,0.62649232149124104
1996-08-01,0.089497003937140096,0.746137320064008
1996-09-01,0.053777828346937904,0.83185532526113104
1996-10-01,0.60605053370818496,0.83313422556966496
1996-11-01,0.228862997842953,0.315021587070078
1996-12-01,0.435463012894616,0.056308188708499104
1997-01-01,0.14691157406196,0.522964033065364
1997-02-01,0.81654435396194496,0.297628288622946
1997-03-01,0.116267705103382,0.54191654082387696
1997-04-01,0.44581477483734496,0.223501746775582
1997-05-01,0.99673779401928192,0.47722086473368104
1997-06-01,0.72582299797795696,0.0258396763820201
1997-07-01,0.268932646606117,0.56833794922567904
1997-08-01,0.975683640921488,0.237766034901142
1997-09-01,0.93548753368668304,0.190307712648064
1997-10-01,0.598521372070536,0.97592764231376304
1997-11-01,0.511062374338508,0.095405466388910992
1997-12-01,0.108380104647949,0.81174787576310304
1998-01-01,0.298698097467422,0.046358437277376704
1998-02-01,0.0492318086326122,0.40282767242752
1998-03-01,0.0227238931693137,0.41796412807889296
1998-04-01,0.57900233310647296,0.061275094747543304
