_date_,x
2000-01-01,0.3799898757803892
2000-02-01,0.63253142332776056
2000-03-01,0.556505999290736
2000-04-01,0.74767443790624208
2000-05-01,0.64197353794627008
2000-06-01,0.32670442794672948
2000-07-01,0.71322249203886144
2000-08-01,0.1319182319376826
2000-09-01,0.52214337943973984
2000-10-01,0.17206779995425836
2000-11-01,0.051755384021038072
2000-12-01,0.52966134003323104
2001-01-01,0.38982518724418248
2001-02-01,0.23322926305663748
2001-03-01,0.057335413714902032
2001-04-01,0.97996391055267712
2001-05-01,0.88178029084697008
2001-06-01,0.72644356610188592
2001-07-01,0.5203520513330644
2001-08-01,0.63921587213984336
2001-09-01,0.58116514027856888
2001-10-01,0.68426858350359664
2001-11-01,0.33080947662879212
2001-12-01,0.74923539144938448
2002-01-01,0.21036107272788372
2002-02-01,0.013406784702408414
2002-03-01,0.018940576167132848
2002-04-01,0.010916634643878042
2002-05-01,0.71998321502343864
2002-06-01,0.49935753122300296
2002-07-01,0.12011778238862014
2002-08-01,0.0093644795101011088
2002-09-01,0.82911720880950448
2002-10-01,0.21789467567550048
2002-11-01,0.15505445591010258
2002-12-01,0.43949068213505928
2003-01-01,0.57939380485101632
2003-02-01,0.4030412189361192
2003-03-01,0.1111678697036802
2003-04-01,0.20494423295345476
2003-05-01,0.2483366651961232
2003-06-01,0.36049346994422728
2003-07-01,0.86417352718726544
2003-08-01,0.044651108369824224
2003-09-01,0.43219316284612888
2003-10-01,0.80268350817725504
2003-11-01,0.27943132422170212
2003-12-01,0.9231923301060672
2004-01-01,0.16932755472588346
2004-02-01,0.44269544498830848
2004-03-01,0.1421847230911799
2004-04-01,0.20519823953815996
2004-05-01,0.1026822980507227
2004-06-01,0.23168317203783652
2004-07-01,0.082476368870466384
2004-08-01,0.48599201708025008
2004-09-01,0.86348331464239216
2004-10-01,0.8103340550447
2004-11-01,0.82564874487062624
2004-12-01,0.26698146208446416
2005-01-01,0.88463717275305872
2005-02-01,0.01456452201498748
2005-03-01,0.84558079757429216
2005-04-01,0.26358957108846772
2005-05-01,0.16547801100529336
2005-06-01,0.243425845846047
2005-07-01,0.29691246726032184
2005-08-01,0.70275037715032032
2005-09-01,0.3502434452110006
2005-10-01,0.73662178614495184
2005-11-01,0.78391884523974144
2005-12-01,0.96877508967282224
2006-01-01,0.058988716223699496
2006-02-01,0.11208680826609974
2006-03-01,0.024729804473361928
2006-04-01,0.61474998858310496
2006-05-01,0.33565067681834316
2006-06-01,0.45829822637280928
2006-07-01,0.33733220821591204
2006-08-01,0.49404110679993328
2006-09-01,0.88431804108111072
2006-10-01,0.85617096451932192
2006-11-01,0.46601200774503696
2006-12-01,0.55038530434630872
2007-01-01,0.85216829527125856
2007-02-01,0.44137436381248832
2007-03-01,0.73620136469408752
2007-04-01,0.80075344468653904
2007-05-01,0.90374182051893056
2007-06-01,0.096897166502700528
2007-07-01,0.96574702292515968
2007-08-01,0.11311737173994784
2007-09-01,0.237597031538775
2007-10-01,0.97771260154484256
