_date_,x,y,z
2000-01-01,-1.0113178269981074,2.342045126007382,-0.11013408146273546
2000-04-01,0.41036517266392744,3.8138550085070048,-0.69758859077401856
2000-07-01,-1.2183235219754888,2.9620887851854364,-0.25040700487138712
2000-10-01,-0.60972261038931032,2.7975674309535488,-0.36711843962231016
2001-01-01,-0.053628992218455848,2.6007178738029732,-3.3894742867983744
2001-04-01,-1.445985855387699,2.31515430206424,-5.6923542901909784
2001-07-01,-4.0431850097878016,2.5867683743345696,-5.7398545007843136
2001-10-01,-3.539594204248382,2.6675841478581028,-5.761927799329176
2002-01-01,-5.353883914148372,4.0160553655047704,-7.631613327925088
2002-04-01,-4.5468614508087616,5.3834139907266864,-5.2767649899419752
2002-07-01,-5.9275844627493856,4.532770226289412,-7.1484924716966736
2002-10-01,-5.8650458346194432,4.169734044995532,-7.292548785601064
2003-01-01,-6.5099073199734864,3.735722671462608,-7.8944002283798672
2003-04-01,-6.9805624889479016,3.6342697683596968,-10.10727147756847
2003-07-01,-7.4596502133942864,3.4962302351959744,-10.346620502837854
2003-10-01,-7.6244743316289376,3.7282416342291792,-11.109841572020156
2004-01-01,-8.2811794454150912,4.009913088708532,-10.967560588958706
2004-04-01,-8.0991669452932896,3.7955452128286392,-11.737825582497966
2004-07-01,-9.5975872888716752,2.8651163932080116,-11.351025452144678
2004-10-01,-10.061545704798244,3.055197630482552,-10.659104027151714
2005-01-01,-9.1674421075766912,3.0930472535098616,-9.3581023366690784
2005-04-01,-8.7062323511937024,2.4935228007749668,-8.092535395798176
2005-07-01,-8.2529827103425632,1.041197860362322,-7.4495877389372256
2005-10-01,-8.3283218855762128,-0.55857123811974184,-7.5161242119781664
2006-01-01,-6.5704823569355424,-1.1101929148065546,-8.421153972700288
2006-04-01,-6.4579271640609032,-3.2847106786344076,-9.4564109314049856
2006-07-01,-6.8141054627195424,-4.8044945359315832,-9.8229699245930672
2006-10-01,-7.0536174788360704,-6.4187864917797872,-9.1271267533933312
2007-01-01,-8.7866322057271632,-5.71612206203486,-9.4287092145926848
2007-04-01,-7.4307177600555296,-5.9764958662833456,-10.235303739444092
2007-07-01,-6.3571940545020816,-6.5320206688751344,-9.8872475985997936
2007-10-01,-5.6156353660681704,-7.4545217305252704,-11.154276567300582
2008-01-01,-4.8559569799548584,-6.8960823668421168,-9.3417033744754896
2008-04-01,-4.9897557152375824,-9.2612108018860032,-7.6724410313262832
2008-07-01,-4.4807306075774856,-10.313864136303244,-5.002672097963312
2008-10-01,-3.1418222089840136,-9.9719244230745152,-3.9556971151897752
2009-01-01,-2.808213752780694,-9.5363736114069344,-4.711325849028484
2009-04-01,-1.3599812454201696,-8.6369127635233904,-4.8446323854091184
2009-07-01,-2.3060672321587236,-8.5822765292736528,-4.5613873364339232
2009-10-01,-1.6836614358845554,-8.3332680972689616,-3.24496736539878
2010-01-01,-1.012639264368673,-8.8276831953473824,-4.19143359135884
2010-04-01,-1.6154685725150192,-7.1426905915177496,-5.615104093985644
2010-07-01,-1.9123738154363216,-8.8758266737148752,-5.485001527929792
2010-10-01,-1.1122853349393438,-8.558198198678584,-5.4634463283522008
2011-01-01,-0.1588833561116394,-8.7189972884027472,-5.4767889146013752
2011-04-01,1.6627914907740062,-8.5847072613039584,-5.8361506921045592
2011-07-01,0.96218719699489664,-8.8068412846487936,-6.1860653997384368
2011-10-01,0.92812565058801936,-8.8184315597112752,-5.6170138382770512
2012-01-01,1.9051987616776904,-7.7807624352121664,-6.0263329387390984
2012-04-01,1.8134025762125152,-7.2458891898544592,-5.3747270468964136
2012-07-01,1.3714893890602214,-5.2935034110623528,-4.448917034130624
2012-10-01,1.0064310582228752,-4.6909980354479416,-4.6580103786748912
2013-01-01,-0.71404389370080376,-4.1509402616438472,-5.6439629703816696
2013-04-01,-1.247236099725784,-2.6619605044944284,-6.4318856323602944
2013-07-01,-2.983528243013396,-3.6132411801784336,-7.8375379630690848
2013-10-01,-2.59665238959002,-2.4863904602700872,-6.5341181911245464
2014-01-01,-3.5502555045540204,-2.0598124241138144,-7.1169467364043968
2014-04-01,-3.53670239799421,-2.2549074187127668,-7.123108199277356
2014-07-01,-3.8330095503033448,-0.90788644070608432,-6.5095721148529456
2014-10-01,-3.4593772076786812,-2.9489788861876728,-6.3306067576277336
2015-01-01,-2.0793723888470472,-2.7556468044746744,-4.5981522766148888
2015-04-01,-2.6127334755565716,-1.7468293255637314,-4.8107011537312728
2015-07-01,-0.46076749889033808,-2.8472774877874904,-7.6315363833372192
2015-10-01,-0.9862287999687888,-3.4270818968476096,-7.6268826699364224
2016-01-01,-1.4845842566122358,-3.8061709549769272,-7.9369593509636112
2016-04-01,-1.5747612133673154,-3.9176308606114992,-7.7857092993010032
2016-07-01,-0.66717465670951312,-5.893696544518324,-5.5522552731953704
2016-10-01,-0.67858585591762968,-3.9879542852554192,-5.2119967128917984
2017-01-01,-1.4183589001147042,-2.2502366544450528,-4.441415648427344
2017-04-01,-3.0101539512754572,-1.0941095209762916,-3.695953350322028
2017-07-01,-2.37567568875705,-1.2487197673932172,-3.5181224681191944
2017-10-01,-2.9192242268783412,-2.9238768415242628,-3.8804158303706328
2018-01-01,-3.135496567427032,-2.731543955251494,-4.0559211950177488
2018-04-01,-2.02016145111459,-2.016146445507864,-4.1958342841578344
2018-07-01,-1.3106653706718028,-0.39205892966338032,-2.9919061405933992
2018-10-01,-1.8361301336889112,0.13789268394504494,-2.7305654475089368
2019-01-01,-2.8590941696683768,1.0063358188634762,-4.412372176631344
2019-04-01,-0.95346821948301088,0.82511744612612016,-3.9265503830959648
2019-07-01,-1.1062643907965246,1.303647130224094,-3.676318102069888
2019-10-01,-1.735116023707093,2.3018745594973244,-3.4329717096855288
2020-01-01,-0.009750899829458648,1.3817792160171456,-4.5095576705098944
2020-04-01,0.20310997121964424,1.3818667991483186,-3.7167540842476744
2020-07-01,0.1816695251629718,0.13904348834106384,-4.2327364325563248
2020-10-01,0.91208421385623968,-1.326026099004855,-4.4354561006515768
2021-01-01,0.69135309340674256,-0.67464104450973648,-5.6325418440507496
2021-04-01,-0.03341798771295612,-0.31186784112930416,-4.5485002022885704
2021-07-01,0.89646989652119872,-0.84767291322625968,-4.789454664348208
2021-10-01,0.96429747777084784,-1.782286398919006,-5.0336985738010488
2022-01-01,0.80311983578655232,-1.044457935067165,-5.7953372476148752
2022-04-01,-0.26877007422689992,-2.0954007280720428,-5.668492239080312
2022-07-01,-0.21197184535363732,-1.9899946487264872,-7.1525336772967184
2022-10-01,-1.6803632094893876,-2.2401122541541968,-7.5342393883625408
2023-01-01,-1.0117833289919634,-3.4449006008710124,-8.100350978367192
2023-04-01,-2.7659145107797228,-3.514981039147774,-8.5102397773822752
2023-07-01,-0.90859871797184176,-3.6089982830403392,-8.4092917131543056
2023-10-01,0.4482055940294056,-4.5645281321410936,-10.14996205830327
2024-01-01,-0.74066392875219872,-5.8468918483007248,-9.075784400728536
2024-04-01,0.6383609260659868,-6.370224759038712,-9.1515540135546992
2024-07-01,1.5991276352902558,-7.5571221419025888,-9.2511703022022656
2024-10-01,1.4075618078744832,-6.4691897919987304,-9.009279304345408
2025-01-01,0.41832265543922728,-8.0899135716167744,-8.825072683154784
2025-04-01,-0.28514834783727172,-7.1150962621483248,-8.91482408166384
2025-07-01,-0.99802394475175088,-6.7724249142082744,-7.8460233469656864
2025-10-01,-0.5805626440522752,-5.0958660486118744,-6.9920809505626
