_date_,x,y,z
2000-01-01,-0.13175692578138614,-0.077731064567876144,0.35623200691711988
2000-04-01,-0.38077272277599872,1.0383489231161478,-0.36457554249680968
2000-07-01,0.36723276940136208,2.3034850600323208,0.31182091380106656
2000-10-01,0.060094029657034368,2.6773334542050664,1.6597488178497936
2001-01-01,-1.6336081620225276,3.379333372335268,1.3601007443574474
2001-04-01,-0.68116015030804824,2.3441726735327616,1.5081542401821186
2001-07-01,0.025266607636217908,2.4080214447257724,0.13252916870819908
2001-10-01,2.5539598479792348,2.1227128748442476,0.55569736831227456
2002-01-01,2.7141352514470036,2.5057215405037764,0.98973569725641488
2002-04-01,2.6424847689967976,2.2680480646565128,1.8715782539767532
2002-07-01,2.9815861781346208,3.836466957235052,1.0274832857420586
2002-10-01,2.2633705738403376,3.428633205813086,1.9172387807539596
2003-01-01,1.2057825391360278,3.3547336052407496,2.2872286165748932
2003-04-01,2.17522311161399,2.9044047999244664,2.44328192284283
2003-07-01,1.5911893792869712,3.824768941755892,2.6263059891638232
2003-10-01,1.686634467238811,3.9883984686812696,0.63381134971062832
2004-01-01,1.4912198892579802,4.56719736788316,0.04924824743671652
2004-04-01,-0.47555462477253104,4.6517689465579904,-0.035524546863033136
2004-07-01,-1.7151847049260098,5.0486232557382408,0.44414110622145352
2004-10-01,-0.98617154763212256,6.1795372365482896,0.77400759747516
2005-01-01,-0.62823069329437888,6.2678331031122784,0.91375845612965872
2005-04-01,-0.7742658423099256,5.034262951944336,0.88356405653764496
2005-07-01,-0.60049127732002224,5.7870377075819104,1.778765637579459
2005-10-01,0.029424639150851472,5.5846917001141384,2.8204408394927976
2006-01-01,-2.140919656945194,6.3210866475140192,4.118820912500188
2006-04-01,-0.53754679203593888,8.1734266540000304,3.1497043967881408
2006-07-01,-0.42883705534682088,7.8336169551124464,4.6536600267591232
2006-10-01,-0.24256208275011604,8.1842069619732096,4.1525567185980936
2007-01-01,-0.80004641901800832,7.4430754236973248,4.1328181625677936
2007-04-01,-0.45926156784797832,4.9868814573960112,2.4512028788425468
2007-07-01,-1.6047452796449622,4.3075012145686704,2.6684412978850112
2007-10-01,-1.756687890837668,4.8250641977112096,3.2104078778224156
2008-01-01,-1.089891302900853,6.0927049202948304,1.501364956651426
2008-04-01,-1.7954597245058146,4.643696719368268,1.9145266031868436
2008-07-01,-3.3340099221079704,6.508307372825852,0.15989985023631382
2008-10-01,-3.5554111747741796,6.9750189952457392,-0.30155550291868316
2009-01-01,-2.543784917632604,8.393853728573056,-0.031360861174035636
2009-04-01,-3.9914600259544752,7.8557470458008624,1.7298807746627086
2009-07-01,-4.3955341698365768,7.6732165681636448,1.4546988446729622
2009-10-01,-5.329037177722148,8.7796392564714176,0.92795573496339184
2010-01-01,-4.7526328766020672,8.854777376835992,1.4923791932971882
2010-04-01,-6.2063030107654432,10.119861064919518,0.97329063360363248
2010-07-01,-5.9402218341776488,9.9044940022544688,3.4081700689993352
2010-10-01,-4.3610132302998096,9.0147684280435472,2.208254135255346
2011-01-01,-2.9995039695679732,8.30350574033916,1.692827693064293
2011-04-01,-2.6184058208350772,7.26920511018888,2.3998058713013932
2011-07-01,-3.3523689078945172,6.0250011527660464,2.0189325942408696
2011-10-01,-2.8863561164945484,6.0925939437165776,2.4714820361328736
2012-01-01,-2.5191720057506496,5.7763817332411128,3.0492698078948744
2012-04-01,-2.6978786730208136,5.1834533322426264,2.435597476407696
2012-07-01,-1.9098817566531704,3.4334107168882468,1.443342662742888
2012-10-01,-1.9016289135630168,0.70434079720525624,3.1787756043448852
2013-01-01,-1.2803898234695414,0.68932266124558376,3.4808847504855584
2013-04-01,-1.1877379210551988,0.52154789484378592,4.6802692445382336
2013-07-01,0.66997545737225072,-0.32822059478518472,5.6587506063335776
2013-10-01,-1.4634338927869344,-2.32985264194862,6.21628376087778
2014-01-01,-3.5488132364617076,-2.6288559035010792,5.5677755785356512
2014-04-01,-3.7763823898949376,-2.4104089427948288,7.2407291016421888
2014-07-01,-3.32668355372608,-2.0342471933230272,8.4725359565315344
2014-10-01,-0.71910541104392944,-1.6743422771292746,8.5057876155032336
2015-01-01,-1.5581702218282914,-1.5519643011847564,8.7437080170945392
2015-04-01,-1.2301230013931968,-2.413372464605628,9.3290912391748144
2015-07-01,-1.5932917613759814,-3.1702762011092496,9.312966918687464
2015-10-01,-1.2023055835727512,-3.8108211069524672,8.8610109631458016
2016-01-01,-2.133034629966348,-4.5741882864100248,7.8432850623294352
2016-04-01,-2.350280498157904,-4.8290077331137296,9.309031428226992
2016-07-01,-4.1820511277818608,-5.8562977536822448,9.3725841546085856
2016-10-01,-4.6234319584851616,-5.577486530787588,9.3982725411610176
