_date_,x,y,z
2000-01-01,-1.14823995364928,0.2497897198638052,-0.51674571195364928
2000-04-01,-0.27264842204391604,1.3402926171881604,-1.4139902267326834
2000-07-01,1.8786345145958784,-0.28015760808236912,-0.34428035975038516
2000-10-01,0.016668347583010278,-1.434418570347072,-0.66752327978059008
2001-01-01,0.578254604066382,-2.2637431064229048,-0.0025418049982423028
2001-04-01,-0.0020788471970513144,-2.7175583650779304,-1.4375907339403304
2001-07-01,-1.9333963854712396,-3.5953409466762,-2.915590471769554
2001-10-01,-2.7089990020221468,-2.6022731555011636,-2.76771418513295
2002-01-01,-3.1900357595479524,-1.6944489659807222,-1.7000890227680562
2002-04-01,-3.7160767304170304,-2.1399169213122736,0.075896026078178688
2002-07-01,-4.6283886352017056,-3.746318254045672,0.25537531127900224
2002-10-01,-5.6621374447898528,-3.9855166309573208,0.25088960409129864
2003-01-01,-6.7152951282737184,-2.2101682604048244,-0.45171253150316376
2003-04-01,-5.6976536657156856,-0.3759524404366548,-0.34271254521676344
2003-07-01,-5.4493855768770664,0.291426432031747,-0.097993093747795584
2003-10-01,-3.7617200887584952,0.63093994167734304,-0.88130873671034736
2004-01-01,-3.9702097457571392,0.94509428030347024,-1.6062957552744538
2004-04-01,-4.0846645421356584,0.88444970590097568,-2.091136950906216
2004-07-01,-4.172708783777492,1.0464922869260686,-3.1251859618364584
2004-10-01,-4.3375294107033032,-0.0138195830635226,-2.214070879231362
2005-01-01,-2.9034503137921,1.953521587555018,-3.0150343616011196
2005-04-01,-2.0916942477754024,2.777961289678458,-3.9471469152085448
2005-07-01,-2.7213585408751948,1.2921774182508084,-3.3586996408102864
2005-10-01,-2.6365924732557808,1.4446004241003126,-1.9806163754346748
2006-01-01,-2.8419938394193704,0.44638586536952704,-1.0855851571233692
2006-04-01,-1.8969389883411292,0.73706739131103344,-0.26119104621500568
2006-07-01,-3.567239041299958,1.3963211071410366,-0.73633125037597696
2006-10-01,-4.012816941353344,1.26614423054579,0.13695316122464086
2007-01-01,-3.1913326977415732,1.2608765212129654,0.74512914939687888
2007-04-01,-0.31165887649600732,1.9964890389642688,-1.0180491242191798
2007-07-01,-0.79216823629118768,0.1514417832105246,-1.9686726956262492
2007-10-01,-2.0656036645325992,0.5330493203009448,-2.5135770915327664
2008-01-01,-4.1077976876914992,-0.69844032444659464,-1.7429029888398742
2008-04-01,-3.3772692472250356,-0.93818824138782304,0.18494119325718204
2008-07-01,-2.3388941658589868,-1.0865185664749796,0.42355278229532696
2008-10-01,-1.6898016392294326,-2.8573955860763344,-0.80072868339669152
2009-01-01,-0.74969704704629008,-1.9626120083909636,0.1214914493411332
2009-04-01,-1.491107812733225,-1.8074806463561596,0.42658551933994456
2009-07-01,-1.9273314284518512,-2.4560827497936712,0.68677643630156824
2009-10-01,-0.63220624031431784,-3.2558850348649244,0.067808319313949928
2010-01-01,0.03992941211368928,-3.4577642431433632,-1.1866236461732056
2010-04-01,-0.13967881721032168,-2.3278977921765284,-1.4449257453597502
2010-07-01,0.0081581074364402976,-2.0187180952129752,-2.1827763973268876
2010-10-01,-0.10749952162266106,-1.7863834929353078,-2.7596539433699312
2011-01-01,-0.89890596604242384,0.36702016884461904,-4.643178967883096
2011-04-01,-0.73295712262338864,1.7978895764753926,-5.2050653728213704
2011-07-01,-1.89836903023796,0.80350263301181616,-7.2384160731749488
2011-10-01,-0.70475722344567648,0.82257517791423536,-8.2965460489184736
2012-01-01,-1.51139539276689,-0.8821861732251176,-9.0183183766616544
2012-04-01,-2.39753784927062,0.602670524995358,-11.357277199269122
2012-07-01,-3.430499448927134,-1.523225536256744,-10.591629218059964
2012-10-01,-5.2517405114139952,-1.21787331914694,-8.2180023686550864
2013-01-01,-5.8292793284590696,-1.5675731066643402,-9.6521028667716016
2013-04-01,-4.5734832965395144,-2.0018521279208108,-10.031876465094824
2013-07-01,-4.5153167280499928,-3.0226142359800132,-10.39360729453062
2013-10-01,-4.3381602264062936,-3.8214097882952848,-11.37300283442103
2014-01-01,-3.0912618660918648,-4.0315541770633312,-11.238088919968662
2014-04-01,-2.1608815728873932,-4.7880112318105272,-11.088812927203444
2014-07-01,-2.9434784400463756,-2.7010555047598396,-10.587948485472138
2014-10-01,-2.3690166663320668,-3.1524356945964348,-10.984127640583336
2015-01-01,-3.111696740830836,-1.9066758783358432,-12.792824976333258
2015-04-01,-0.75871102008765504,-2.0751337684993608,-12.836973494539448
2015-07-01,0.21475672004077772,-2.9349922836540304,-13.528077190401338
