_date_,y
2000-01-01,0.0051319134467633368
2000-02-01,0.67497016395824504
2000-03-01,0.099471363870499152
2000-04-01,0.51123270869225592
2000-05-01,0.2084657883492118
2000-06-01,0.84907227925347056
2000-07-01,0.2128345245950014
2000-08-01,0.28114247442048312
2000-09-01,0.69797361262847432
2000-10-01,0.55093314117961944
2000-11-01,0.68647693437828416
2000-12-01,0.48138301360101352
2001-01-01,0.81887250220186656
2001-02-01,0.77408375298770112
2001-03-01,0.74836519510104976
2001-04-01,0.78343119108841088
2001-05-01,0.8088133836463152
2001-06-01,0.02141689622588494
2001-07-01,0.85502591003080128
2001-08-01,0.68838504867400464
2001-09-01,0.55055339379263456
2001-10-01,0.54856726608605032
2001-11-01,0.11087373114443566
2001-12-01,0.72078080222700304
2002-01-01,0.81541959227307824
2002-02-01,0.64180419504769824
2002-03-01,0.44068222221103448
2002-04-01,0.99247860551390848
2002-05-01,0.089566017511023104
2002-06-01,0.84195579600775056
2002-07-01,0.92632501656320416
2002-08-01,0.43775027045923664
2002-09-01,0.16961466120235614
2002-10-01,0.18527757455279348
2002-11-01,0.89442617935306064
2002-12-01,0.86817957285882016
2003-01-01,0.34646580239224732
2003-02-01,0.84679507885720192
2003-03-01,0.62826354408663088
2003-04-01,0.93167677523273744
2003-05-01,0.9504015138013176
2003-06-01,0.017474723291659444
2003-07-01,0.20887803565438224
2003-08-01,0.58567823524262464
2003-09-01,0.77078304093682608
2003-10-01,0.71881342352687592
2003-11-01,0.79150279026535392
2003-12-01,0.060154669956297592
2004-01-01,0.57971762421084104
2004-02-01,0.982067609261428
2004-03-01,0.54289496427463792
2004-04-01,0.31205733344276144
2004-05-01,0.94749033046302112
2004-06-01,0.19783014792479524
2004-07-01,0.767364699234832
2004-08-01,0.45048277045324792
2004-09-01,0.78908632284269472
2004-10-01,0.46252558553677848
2004-11-01,0.16199728097756116
2004-12-01,0.53410550803469128
2005-01-01,0.45185882562861448
2005-02-01,0.14680381379156526
2005-03-01,0.79097123140141664
2005-04-01,0.030460416062795036
2005-05-01,0.59767772314482712
2005-06-01,0.5522145991941372
2005-07-01,0.53568776265008176
2005-08-01,0.6277186845452096
2005-09-01,0.073871411388356736
2005-10-01,0.89486956319878064
2005-11-01,0.93017337211121952
2005-12-01,0.94339294695501616
2006-01-01,0.53418364809008944
2006-02-01,0.30427722478657572
2006-03-01,0.05106323445202032
2006-04-01,0.10064045645589714
2006-05-01,0.30625891861590128
2006-06-01,0.17552553667399962
2006-07-01,0.6517460232153176
2006-08-01,0.17991838893895506
2006-09-01,0.65620479005126576
2006-10-01,0.04742279422519968
2006-11-01,0.059946250247794544
2006-12-01,0.69453905276524616
2007-01-01,0.39209850386584224
2007-02-01,0.24672316646840152
2007-03-01,0.031861218117630984
2007-04-01,0.27684517755940096
2007-05-01,0.063578184359794008
2007-06-01,0.94225898310081264
2007-07-01,0.78410038474267664
2007-08-01,0.39648733271864448
2007-09-01,0.832768410816376
2007-10-01,0.81176530972342208
2007-11-01,0.092952343113519296
2007-12-01,0.13967722338243394
2008-01-01,0.17294666933067492
2008-02-01,0.8335100507878656
2008-03-01,0.54956441102123168
2008-04-01,0.37245912935959288
2008-05-01,0.56896188519615176
2008-06-01,0.74644931793076832
2008-07-01,0.6210728673120012
2008-08-01,0.03538185054657128
2008-09-01,0.69701492646168584
2008-10-01,0.25830176443476604
2008-11-01,0.17903106446133776
2008-12-01,0.034800554454963884
2009-01-01,0.14055379316949334
2009-02-01,0.69537001857177816
2009-03-01,0.79355668093760288
2009-04-01,0.25397917038567996
2009-05-01,0.59084678691391576
2009-06-01,0.0041668676715616024
2009-07-01,0.57255408669306448
2009-08-01,0.94505063856715792
2009-09-01,0.39759716432141888
2009-10-01,0.28381467890043744
2009-11-01,0.72987765147900736
2009-12-01,0.40763076326793856
2010-01-01,0.91171088551436016
2010-02-01,0.68716084803564768
2010-03-01,0.74579355906175312
2010-04-01,0.58655686702433904
2010-05-01,0.81579965346008016
2010-06-01,0.21790633901514344
2010-07-01,0.90534728183496752
2010-08-01,0.014187791526235394
2010-09-01,0.54490023238845352
2010-10-01,0.77004044063459504
2010-11-01,0.53744612548547232
2010-12-01,0.1165821264260467
2011-01-01,0.48492428254944416
2011-02-01,0.80689003309444
2011-03-01,0.74346243234709536
2011-04-01,0.079822318637311488
2011-05-01,0.27250041237128908
2011-06-01,0.42609380212752624
2011-07-01,0.74074896260537296
2011-08-01,0.48082038925650064
2011-09-01,0.27309473172743816
2011-10-01,0.95517775019245936
2011-11-01,0.030213755927664508
2011-12-01,0.1924622187298306
2012-01-01,0.51871285103786176
2012-02-01,0.28975595019563284
2012-03-01,0.13822563453976922
2012-04-01,0.39880271307779288
2012-05-01,0.51828225033542808
2012-06-01,0.60909204192001872
2012-07-01,0.056354699784318504
2012-08-01,0.9090693331225896
2012-09-01,0.7065078103466116
2012-10-01,0.61905553252480176
2012-11-01,0.86740924388080736
2012-12-01,0.84248202830390096
2013-01-01,0.84175765530687744
2013-02-01,0.93077781308296064
2013-03-01,0.77428697305703648
2013-04-01,0.51068706529005144
2013-05-01,0.16724158607449824
2013-06-01,0.21597052646573544
2013-07-01,0.92885877805718768
2013-08-01,0.96036868798344432
2013-09-01,0.2969831047035374
2013-10-01,0.21621221762625176
2013-11-01,0.05953810494512912
2013-12-01,0.396131362063342
2014-01-01,0.84805968173737776
2014-02-01,0.33226060266468436
2014-03-01,0.65850151209610152
2014-04-01,0.81701229089069136
2014-05-01,0.3819681771520884
2014-06-01,0.18769808051896076
2014-07-01,0.400692085979826
2014-08-01,0.14264268719345652
2014-09-01,0.48886822519936016
2014-10-01,0.45633033055129776
2014-11-01,0.41306749870641648
