_date_,x,y,z
2000-01-01,1.471548773015688,-0.015074481595623098,-1.9583907697434736
2000-04-01,0.66632544021878048,0.92435250915429712,-1.767155629689716
2000-07-01,-0.11656421120767524,-0.31041709828762744,-2.8091925943897584
2000-10-01,1.1831860904579538,-1.1351871775801606,-2.0701973691622308
2001-01-01,1.45430570297626,0.84137150699087984,-3.2881388755702808
2001-04-01,2.8350066290684392,0.87414362139837456,-4.0064985665372232
2001-07-01,2.755284045769652,0.6360264545434228,-5.1465041282614464
2001-10-01,3.7325902933177552,0.98915010895656656,-4.0389505268048392
2002-01-01,3.375514653301636,2.589747455593396,-2.9429212251284276
2002-04-01,2.2646148075061128,1.9905137000623028,-1.9971660351945348
2002-07-01,1.5536531522044612,4.3365682696634288,-1.0827630878752474
2002-10-01,0.72853578121940608,5.367725248694452,-3.3510213708682808
2003-01-01,-1.1487378797223812,6.7902489685795192,-4.0584754320867496
2003-04-01,0.075666996440239216,7.1070708862207464,-4.872526718701012
2003-07-01,-0.20747342964340344,6.5386602058677184,-5.6588287851311112
2003-10-01,-0.58907747943509928,6.4950592861632632,-4.0653874283567768
2004-01-01,-0.81058819602109648,8.3455654616424512,-7.2928914808768096
2004-04-01,-0.7986688302119192,8.0838034572566048,-6.1461663845857544
2004-07-01,-1.4970366361049598,8.4249742940188688,-6.9109290354476832
2004-10-01,-1.7254443547857436,6.3022720532248432,-7.1554032447853384
2005-01-01,-1.1069940264712326,5.1718827119333904,-7.4208748271074832
2005-04-01,-1.1581772545592546,4.424202809149836,-7.203261555743816
2005-07-01,-2.1423402398701672,3.7610766603005024,-7.0732545389535568
2005-10-01,-1.0700149317171348,3.3847047348819688,-6.700476616662952
2006-01-01,0.49229349804940184,3.19014071516649,-7.0672423654598848
2006-04-01,2.2758809259295224,3.2950032503197244,-5.6688900214592
2006-07-01,1.7809601636809398,3.0184288894256012,-6.3748437472429104
2006-10-01,2.606860169613264,4.5159571671582864,-6.9653210505721664
2007-01-01,1.8978390129388924,5.9953700885120312,-7.1171457867723904
2007-04-01,2.2241351017747048,5.4932775971457088,-8.0671721255470048
