"x","y"
0.0896391326095909,0.856646110769361
0.161185037344694,0.330852142767981
0.899550234200433,0.993510290281847
0.63183363317512,0.930311199743301
0.0574932859744877,0.319173731375486
0.0403346484526992,0.156098162988201
0.369541612220928,0.541051881154999
0.44898975500837,0.473100637085736
0.070822523906827,0.80712158116512
0.570342904189602,0.13596878782846
0.276143996976316,0.717192208394408
0.544177902396768,0.981551330769435
0.275232181418687,0.725004567764699
0.458243552129716,0.186034198384732
0.857808268163353,0.434505466371775
0.681970495264977,0.398060362553224
0.478462883271277,0.327067982172593
0.657422898802906,0.785481147002429
0.141486826818436,0.804589484352618
0.371111916843802,0.413569134892896
0.333440906601027,0.674211961450055
0.275130954803899,0.670922038611025
0.176088329404593,0.722183485049754
0.354468555888161,0.308804506901652
0.25728481891565,0.506860654335469
0.639765213010833,0.659245681483299
0.306671138154343,0.0523460870608687
0.808422899572179,0.877542044268921
0.60360412648879,0.311859673587605
0.427619119407609,0.0509917170275003
0.0758055860642344,0.547599829733372
0.609840735793114,0.183933064108714
0.0137549447827041,0.980988555587828
0.0893335193395615,0.86714874021709
0.384280124446377,0.508553709601983
0.288169177481905,0.71804773225449
0.59852140257135,0.717837563250214
0.530323617858812,0.110126867657527
0.41937780356966,0.569435531506315
0.536074902163818,0.317263061879203
0.391153185395524,0.472923897905275
0.874600446084514,0.673522672615945
0.200624292017892,0.0881303800269961
0.662474083947018,0.120704723754898
0.683852544985712,0.785879159811884
0.236578786512837,0.685913850320503
0.431406089337543,0.512223850470036
0.207410100148991,0.621347369160503
0.0357267521321774,0.420990651939064
0.0141785843297839,0.997506137704477
0.359448570059612,0.35808138619177
0.76145819039084,0.535174528835341
0.602694666478783,0.496885006316006
0.636609149165452,0.413857844891027
0.362161298748106,0.228070026729256
0.156912521924824,0.345532259205356
0.935461128596216,0.646580794360489
0.974403855390847,0.134682280477136
0.21485983254388,0.606610757531598
0.0703650019131601,0.808150547556579
0.843622527085245,0.590059644775465
0.312852613627911,0.561084920307621
0.471994696184993,0.901101321913302
0.061032849131152,0.0438473797403276
0.23631614819169,0.398972937138751
0.955755235860124,0.852248081471771
0.763143321499228,0.991202264325693
0.994707386475056,0.871307083172724
0.974975686287507,0.199399769073352
0.0334172246512026,0.862115922616795
0.136914608068764,0.107639123219997
0.113356567686424,0.354957177769393
0.219840774545446,0.778797092149034
0.0584933569189161,0.945718876551837
0.298625583993271,0.307811476057395
0.659030185313895,0.243584658717737
0.338260974967852,0.483197052963078
0.976923971204087,0.737715392373502
0.527493711095303,0.093197793699801
0.486603603465483,0.658841663738713
0.833214761223644,0.189448164775968
0.683527803746983,0.862664123997092
0.340250826673582,0.775376809295267
0.00114115048199892,0.989226968493313
0.656098766485229,0.38338345871307
0.840722635854036,0.446851278655231
0.984758029226214,0.376591779058799
0.657127051148564,0.270779197569937
0.752279211534187,0.822101574856788
0.703274725237861,0.122372254962102
0.205207598395646,0.959882353199646
0.221998918568715,0.790330846095458
0.44952452275902,0.478040280519053
0.20611482905224,0.659314802614972
0.68099503708072,0.849794229026884
0.369802015833557,0.961118255741894
0.572854289319366,0.056727749761194
0.876349798636511,0.869171569123864
0.267879787366837,0.963884027441964
0.756720160599798,0.306342252762988
