"x","y"
-0.122965619078775,0.205001396246421
1.82043814721491,-0.506465829216447
2.48919340305412,1.33045390049849
2.06781544430891,1.13957955220166
3.88606685674998,1.80527630410163
2.33195542092792,1.97655299717713
1.07158191533773,2.44085735922184
2.30393483023659,3.56415460789572
1.67307806750496,2.17673833147836
2.48935674742783,3.66523396398085
3.74428806181307,4.80531305085974
4.75046796360303,4.87502798822799
8.66678244775078,4.52902222705474
8.21714675493631,4.15993032171637
9.13485530783606,4.57232429584102
8.68189143412779,3.21344510775125
9.22295934601377,4.65785925068098
9.92926711786986,4.9501423180513
8.70489308636582,6.85553813259272
10.4164737087623,7.24529902211941
8.68364509833688,8.48280569069143
9.12308051113169,9.86239275524843
9.69610537527978,9.0604033529432
9.35148434956421,8.67688538127422
8.30758393491547,9.07127167360987
9.31651570140547,8.29615857102914
9.91608641101928,7.80047351582798
9.26597256839515,7.03923790741778
9.23347967646367,6.56268705761954
8.29950630037087,7.04340595937103
8.43019297981197,7.60134324580837
10.0363863439722,8.52720805868034
10.3323898640247,9.57101127533445
9.51863328633043,9.43631546202381
9.58948658389107,10.3765636703253
9.66119584706285,9.32815016131812
9.71854276725027,9.49912523409945
10.1774955737652,9.46718519072082
10.2189429721947,8.84300563609747
9.99724966739102,8.588566301871
10.0020361166334,7.06267093113255
8.53055127137583,6.62995513588312
8.5709797473823,7.65958818299005
8.34823130136087,6.91344726684704
7.1241864271115,9.04882518708307
8.2556881651201,9.94558053419716
6.88644760494688,11.4419226257114
6.80102465403167,10.5379029664597
5.62207793507109,8.45978374239023
3.44430089191827,9.92863060044638
3.73360299770241,10.8996878034997
4.09847185820395,10.5677239956709
2.03489892227033,10.0094268806658
2.57168400774872,12.1074977019259
2.49941204370877,11.1139656928783
3.94363893359651,10.236901372489
4.21649433219274,7.99958386683227
4.59090099047126,8.61857808337405
4.7296523474928,7.55091946671851
4.30687245057445,7.07505466091657
5.52760252760038,5.55027305423697
7.23156077883981,5.89946240282243
8.79544497734143,7.92999994352082
10.1568889481667,8.67444743637645
10.8209416975106,9.28457817295701
11.1477475924623,9.72076063002149
11.8530137548795,8.90055273560643
11.2540046306926,9.3804936820827
11.5365886221791,10.3782270058935
12.2741954789712,9.98038069300684
10.7760477721262,10.9446900950203
11.3765017000913,11.7913206210624
11.2543319632061,12.3627836363727
10.0376609260337,12.7949438690316
10.4504201444212,12.7321244723789
10.2042907535178,11.5464306242382
11.6559578964207,11.0308912140059
12.9440310905954,8.75491208145497
12.7865457079204,8.30344055670714
11.8831623496374,9.059825003477
11.3950160062172,8.81176554737665
12.4797255131848,8.25894266993429
11.8105276453471,9.61168122763067
12.6192792266832,9.89365708182958
14.5196290336481,10.1583377803385
16.2621748095231,10.2126294168882
16.0511362209546,9.02475434664212
16.6578215150777,9.39383953373524
15.0902700832597,9.74087844853546
16.4956587352438,8.60539447443925
17.0191788646697,7.75238981087081
16.6681565720247,8.3159365635197
15.942353514861,8.10756982552875
14.678517458686,7.84214856630826
15.0423867218123,7.96707027037562
14.5473057250393,9.02249500301362
13.7339393701837,7.72251122475295
14.91845447415,5.9483350383173
14.5359499276163,7.12879591613234
13.2135250630961,7.94438187774107
