_date_,x,x1
2000-01-01,0.27347772835459504,0.058689498438794576
2000-02-01,0.906563334355752,0.41857330619541464
2000-03-01,0.97170272779347936,0.31604214727302016
2000-04-01,0.1732501439023466,0.03339714572202636
2000-05-01,0.84220339445432768,0.0028380046538953288
2000-06-01,0.66253114732269384,0.66478821229728712
2000-07-01,0.6376225269343048,0.6663784909658396
2000-08-01,0.46799076880412584,0.0950774082592168
2000-09-01,0.091003565336537744,0.2346314872913086
2000-10-01,0.37563297711884048,0.12380603558729942
2000-11-01,0.35061878308618244,0.1413545976608769
2000-12-01,0.60117903827694304,0.15025946195766152
2001-01-01,0.68160575719533664,0.87726093514700304
2001-02-01,0.23281931671603884,0.0535414976746506
2001-03-01,0.1868140168067738,0.37053624311176392
2001-04-01,0.094303461760766544,0.094673567910474464
2001-05-01,0.15591412083985178,0.19970280768213268
2001-06-01,0.20351394194670268,0.25947638933230564
2001-07-01,0.49098306938639368,0.38365745237356056
2001-08-01,0.14565430418754044,0.89094809880973264
2001-09-01,0.7771182442005072,0.53903198846546704
2001-10-01,0.289589476229011,0.2288930191985406
2001-11-01,0.56041800706452504,0.21517067178247132
2001-12-01,0.098803221587113296,0.10535055876545416
2002-01-01,0.39514061003206648,0.07356653257418888
2002-02-01,0.61167069520443152,0.35125129513558628
2002-03-01,0.32028119386892672,0.087555115631286976
2002-04-01,0.98725127073109296,0.0035129756313019092
2002-05-01,0.815805885530428,0.34447161557026316
2002-06-01,0.28346265121135472,0.031533505985176088
2002-07-01,0.36406536662067216,0.018009342033047586
2002-08-01,0.23119161411423848,0.2364120148365816
2002-09-01,0.21638674969361292,0.047900746343162768
2002-10-01,0.10607908067137938,0.33483443886412268
2002-11-01,0.29731759346063404,0.0031509215870148492
2002-12-01,0.24533653744959084,0.46295086602161368
2003-01-01,0.47490710742025776,0.015853936678538694
2003-02-01,0.1546173253402281,0.85515609645326368
2003-03-01,0.77112480002218912,0.000647733471937888
2003-04-01,0.71698440492017568,0.034763834883696428
2003-05-01,0.44077487869635104,0.41752642849831896
2003-06-01,0.80076419308389376,0.021405467714717684
2003-07-01,0.071545251550696688,0.024431356674574796
2003-08-01,0.53708146559223488,0.67793354271982072
2003-09-01,0.19443151494549292,0.020916595548030008
2003-10-01,0.10372024761692434,0.0053144056157315368
2003-11-01,0.81015032667150384,0.3390428759388106
2003-12-01,0.073319170262066576,0.87228749012518464
2004-01-01,0.034602815021116172,0.20560959288310036
2004-02-01,0.01298244773524626,0.06316865001668996
2004-03-01,0.4688275090824132,0.13563647935931578
2004-04-01,0.18681814894027004,0.0161403573066616
2004-05-01,0.98169690516739184,0.03881070815550488
2004-06-01,0.67977192361289448,0.075545395975858288
2004-07-01,0.14069538864039232,0.4897271026463832
2004-08-01,0.57169865057549792,0.018712661816355128
2004-09-01,0.37961509343180896,0.016391261338438064
2004-10-01,0.66050049192756592,0.063691751397198112
2004-11-01,0.65557079855183664,0.00016922192219982024
2004-12-01,0.56091260947709528,0.2033632653882504
2005-01-01,0.8470270231860048,0.03025171237933508
2005-02-01,0.072589984169071584,0.77083222643580944
2005-03-01,0.60854365983626144,0.0044968368542914992
2005-04-01,0.43492887934159776,0.5283113866441416
2005-05-01,0.16232630010350624,0.14289219672661446
2005-06-01,0.31319127231648048,0.56926990991810288
2005-07-01,0.90643686105340592,0.055196255478361584
2005-08-01,0.3837149387216148,0.50358282090383712
2005-09-01,0.99943405741397424,0.22103988435012224
2005-10-01,0.73637924483483696,0.36040440324493728
2005-11-01,0.099582599354476768,0.81848812833578512
2005-12-01,0.96471217397567392,0.035159346418565468
2006-01-01,0.60797064659690192,0.016469632817172578
2006-02-01,0.7361289279997248,0.78152060597144528
2006-03-01,0.86031367123587648,0.15305711198038174
2006-04-01,0.19117151420969104,0.025553967394000576
2006-05-01,0.71984566552551344,0.09903333286048592
2006-06-01,0.83500839049209568,0.2860761291855588
2006-07-01,0.23735763487814544,0.16908877340134376
2006-08-01,0.11487100613631096,0.011067947844953316
2006-09-01,0.61506521987547872,0.40603917767824544
2006-10-01,0.011297785794250448,0.35626325273779908
2006-11-01,0.054460730345888832,0.13055958936364636
2006-12-01,0.73033105565090528,0.18823133240814424
2007-01-01,0.31585714096710248,0.18456307117145228
2007-02-01,0.57640643520480776,0.79337679660048656
2007-03-01,0.97984798779434512,0.010015645813707046
2007-04-01,0.4056038390772796,0.29872645403372992
2007-05-01,0.32955839740747648,0.22507638273323648
2007-06-01,0.38083639491853696,0.9488237680089472
2007-07-01,0.4553605014562856,0.512730979723068
2007-08-01,0.70943387082938504,0.017207651218631656
2007-09-01,0.51707344679784528,0.10213028030934542
2007-10-01,0.09443347517185896,0.14817306354702132
2007-11-01,0.68210309566355496,0.10832917407650486
2007-12-01,0.41721062094520688,0.87258511801410432
2008-01-01,0.14894763957871926,0.88590625821151312
2008-02-01,0.83354767619824656,0.062312754893423448
2008-03-01,0.13452302088108014,0.27251545575760116
2008-04-01,0.60279803585877104,0.16723646627242602
2008-05-01,0.75519213662926624,0.0035694974240982656
2008-06-01,0.84364821351556768,0.5623353861063728
2008-07-01,0.8040755630834624,0.0024004051641309076
2008-08-01,0.196390238994949,0.2568570964062768
2008-09-01,0.27303436016445004,0.77264200834581936
2008-10-01,0.6460618128435516,0.26452132911651728
2008-11-01,0.85358757844567168,0.57617825257708408
2008-12-01,0.61994089278387968,7.5168084455532864e-05
2009-01-01,0.69474160229720968,0.044782107409461032
2009-02-01,0.26995662624996952,0.4528999428415452
2009-03-01,0.33247154594493188,0.2116566105971032
2009-04-01,0.10998612534508578,0.025656214664734856
2009-05-01,0.66992002469753608,0.077590572046605872
2009-06-01,0.12432010673969728,0.81046104699350112
2009-07-01,0.63185404285979848,0.011440357755211804
2009-08-01,0.6842512977084332,0.04864980013805228
2009-09-01,0.31599164450632312,0.070101543310946496
2009-10-01,0.1053268631400679,0.12605094599252654
2009-11-01,0.058776154041190408,0.3946835696333868
2009-12-01,0.1481382817327852,0.35490149164379136
