_date_,x,x1,y
2000-01-01,0.27347772835459504,0.058689498438794576,0.24225915553141552
2000-02-01,0.906563334355752,0.41857330619541464,0.64697241532805296
2000-03-01,0.97170272779347936,0.31604214727302016,0.56217625996925568
2000-04-01,0.1732501439023466,0.03339714572202636,0.18274885970102896
2000-05-01,0.84220339445432768,0.0028380046538953288,0.053272926087228664
2000-06-01,0.66253114732269384,0.66478821229728712,0.81534545580219376
2000-07-01,0.6376225269343048,0.6663784909658396,0.81632009099729968
2000-08-01,0.46799076880412584,0.0950774082592168,0.30834624735711768
2000-09-01,0.091003565336537744,0.2346314872913086,0.48438774477819792
2000-10-01,0.37563297711884048,0.12380603558729942,0.35186081848836116
2000-11-01,0.35061878308618244,0.1413545976608769,0.37597153836544184
2000-12-01,0.60117903827694304,0.15025946195766152,0.387633153842214
2001-01-01,0.68160575719533664,0.87726093514700304,0.93662208768905456
2001-02-01,0.23281931671603884,0.0535414976746506,0.2313903577823644
2001-03-01,0.1868140168067738,0.37053624311176392,0.60871688255852072
2001-04-01,0.094303461760766544,0.094673567910474464,0.3076907016964836
2001-05-01,0.15591412083985178,0.19970280768213268,0.44688120086006376
2001-06-01,0.20351394194670268,0.25947638933230564,0.50938825009250624
2001-07-01,0.49098306938639368,0.38365745237356056,0.6194008817991468
2001-08-01,0.14565430418754044,0.89094809880973264,0.94390047081762416
2001-09-01,0.7771182442005072,0.53903198846546704,0.73418797897096288
2001-10-01,0.289589476229011,0.2288930191985406,0.47842765304541144
2001-11-01,0.56041800706452504,0.21517067178247132,0.46386492838160472
2001-12-01,0.098803221587113296,0.10535055876545416,0.32457750810161536
2002-01-01,0.39514061003206648,0.07356653257418888,0.27123151102736732
2002-02-01,0.61167069520443152,0.35125129513558628,0.59266457219542512
2002-03-01,0.32028119386892672,0.087555115631286976,0.2958971369095804
2002-04-01,0.98725127073109296,0.0035129756313019092,0.05927036047892664
2002-05-01,0.815805885530428,0.34447161557026316,0.58691704317583352
2002-06-01,0.28346265121135472,0.031533505985176088,0.17757676082521634
2002-07-01,0.36406536662067216,0.018009342033047586,0.13419888983537676
2002-08-01,0.23119161411423848,0.2364120148365816,0.48622218669717408
2002-09-01,0.21638674969361292,0.047900746343162768,0.21886239134022724
2002-10-01,0.10607908067137938,0.33483443886412268,0.57864880442641776
2002-11-01,0.29731759346063404,0.0031509215870148492,0.056133070350862232
2002-12-01,0.24533653744959084,0.46295086602161368,0.680404927981576
2003-01-01,0.47490710742025776,0.015853936678538694,0.12591241669723718
2003-02-01,0.1546173253402281,0.85515609645326368,0.9247465038881
2003-03-01,0.77112480002218912,0.000647733471937888,0.025450608478735592
2003-04-01,0.71698440492017568,0.034763834883696428,0.18645062317862184
2003-05-01,0.44077487869635104,0.41752642849831896,0.64616284982836872
2003-06-01,0.80076419308389376,0.021405467714717684,0.1463060754538843
2003-07-01,0.071545251550696688,0.024431356674574796,0.15630533156157788
2003-08-01,0.53708146559223488,0.67793354271982072,0.82336719798630592
2003-09-01,0.19443151494549292,0.020916595548030008,0.14462570846163558
2003-10-01,0.10372024761692434,0.0053144056157315368,0.072899969929565376
2003-11-01,0.81015032667150384,0.3390428759388106,0.58227388395737848
2003-12-01,0.073319170262066576,0.87228749012518464,0.93396332375805024
2004-01-01,0.034602815021116172,0.20560959288310036,0.4534419399251688
